"","11","","56269","","","Мармелад жев. HALAL""Блоки 6-цветные в сахаре"" HALAL 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","779.90","","","","1,559.80","","","","","","",""
"","12","","62332","","","Мармелад жев. HALAL ""Дольки синие супер кислые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","802.47","","","","1,604.94","","","","","","",""
"","13","","55005","","","Мармелад жев. HALAL ""Жгутики лакрица"" 1,807кг х 6 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,815.06","","","","1,815.06","","","","","","",""
"","14","","62324","","","Мармелад жев. HALAL ""Зубы"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","724.80","","","","2,174.40","","","","","","",""
"","15","","55546","","","Мармелад жев. HALAL ""Жгутики мини в сахаре с начинкой ананас"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","757.81","","","","757.81","","","","","","",""
"","16","","55348","","","Мармелад жев. HALAL""Кислые мини палочки разноцветные"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","783.40","","","","1,566.80","","","","","","",""
"","17","","64550","","","Мармелад жев. HALAL ""Клубника в сахаре супер кислая"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","830.50","","","","1,661.00","","","","","","",""
"","18","","62373","","","Мармелад жев. HALAL ""Мышки разноцветные"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","725.80","","","","2,177.40","","","","","","",""
"","19","","55926","","","Мармелад жев. HALAL""Патроны ассорти"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","783.40","","","","1,566.80","","","","","","",""
"","20","","62127","","","Мармелад жев. HALAL ""Мороженое"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","739.80","","","","1,479.60","","","","","","",""
"","21","","62461","","","Мармелад жев. HALAL ""Морковки"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","724.80","","","","1,449.60","","","","","","",""
"","22","","56441","","","Мармелад жев. HALAL""Мини палочки разноцветные"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","823.90","","","","1,647.80","","","","","","",""
"","23","","56292","","","Мармелад жев. HALAL""Мини палочки кола"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","823.90","","","","1,647.80","","","","","","",""
"","24","","62100","","","Мармелад жев. HALAL ""Пицца"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","724.80","","","","2,174.40","","","","","","",""
"","25","","62434","","","Мармелад жев. HALAL ""Сердца с начинкой"" розовые в обсыпке 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","763.00","","","","1,526.00","","","","","","",""
"","26","","62433","","","Мармелад жев. HALAL ""Сердца с начинкой"" голубые в обсыпке 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","811.00","","","","1,622.00","","","","","","",""
"","27","","62273 дольки","","","Мармелад жев. HALAL ""Фруктовые дольки в сахаре супер кислые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","755.31","","","","1,510.62","","","","","","",""
"","28","","66663","","","Мармелад жев. HALAL ""Фрукты в сахаре супер кислые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","832.50","","","","832.50","","","","","","",""
"","29","","64546","","","Мармелад жев. HALAL ""Червячки кола"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","724.80","","","","2,174.40","","","","","","",""
"","30","","62015","","","Мармелад жев. HALAL ""Червячки неоновые фруктовые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","724.80","","","","1,449.60","","","","","","",""
"","31","","62013","","","Мармелад жев. HALAL ""Яичница"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","725.80","","","","2,177.40","","","","","","",""
"","32","","7810010023","","","Жев.резинка ""Фруктовый салат"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","971.61","","","","971.61","","","","","","",""
"","33","","5090010029","","","Мармелад жев.""Банан с начинкой""1кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","765.00","","","","1,530.00","","","","","","",""
"","34","","5370050002","","","Мармелад жев.""Блоки клубника кислые в сахаре"" 1,5кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,429.86","","","","1,429.86","","","","","","",""
"","35","","7060010083","","","Мармелад жев.""Гигантская Клубника"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","890.00","","","","2,670.00","","","","","","",""
"","36","","5050010055","","","Мармелад жев.""Гигантская Клубника"" в сахаре 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","918.90","","","","2,756.70","","","","","","",""
"","37","","7020010358","","","Мармелад жев.""Гигантская Яичница"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","4","","шт","","","880.00","","","","3,520.00","","","","","","",""
"","38","","7020010370","","","Мармелад жев.""Гигантский Мишка"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","4","","шт","","","880.00","","","","3,520.00","","","","","","",""
"","39","","7020010330","","","Мармелад жев.""Гигантские Лягушки"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","880.00","","","","2,640.00","","","","","","",""
"","40","","5370050006","","","Мармелад жев.""Жгутики мини Клубника с начинкой"" 1,75кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,454.08","","","","1,454.08","","","","","","",""
"","41","","7040050001","","","Мармелад жев.""Зубная щетка"" 1,75кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,619.29","","","","1,619.29","","","","","","",""
"","42","","5060050024","","","Мармелад жев.""Клубничный микс"" кислый 1,625кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,366.63","","","","1,366.63","","","","","","",""
"","43","","5060010008","","","Мармелад жев.""Клубника"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","880.90","","","","1,761.80","","","","","","",""
"","44","","5020010067","","","Мармелад жев.""Гигантская Кола бутылочка"" 33гр 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","4","","шт","","","880.00","","","","3,520.00","","","","","","",""
"","45","","5090010028","","","Мармелад жев.""Черепа с начинкой""1кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","3","","шт","","","897.00","","","","2,691.00","","","","","","",""
"","46","","5020010014","","","Мармелад жев.""Черепашки"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","799.00","","","","1,598.00","","","","","","",""
"","№","","Артикул","","","Товары (работы, услуги)","","","","","","","","","","","","","","","","","","","","","Количество","","","","","Цена","","","","Сумма","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","47","","5100050004","","","Мармелад жев.""Ягоды голубые в обсыпке"" 1,575кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,517.62","","","","1,517.62","","","","","","",""
"","48","","5100050007","","","Мармелад жев.""Ягоды разноцветные в обсыпке"" 1,625кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,516.43","","","","1,516.43","","","","","","",""
"","49","","7100010042","","","Мармелад жев.""Красные и черные ягоды в обсыпке"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","1,004.31","","","","2,008.62","","","","","","",""
"","50","","*RA4918","","","Жевательный мармелад ""Кусочки сыра"" со вкусом фрукт.йогурта 1кг х 6 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","1","","шт","","","853.02","","","","853.02","","","","","","",""
"","51","","RA4893Н","","","Жевательный мармелад HALAL ""Гигантская кола бутылочка в сахаре"" 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","3","","шт","","","789.00","","","","2,367.00","","","","","","",""
"","52","","RA3510Н","","","Жевательный мармелад HALAL ""Банан желто-зеленый"" кислый 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","1","","шт","","","745.00","","","","745.00","","","","","","",""
"","53","","RA3631Н","","","Жевательный мармелад HALAL ""Морковки"" 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","2","","шт","","","844.60","","","","1,689.20","","","","","","",""
"","54","","2412957002518","","","Жевательный мармелад HALAL ""Ягоды в обсыпке ассорти"" 1кг х 12 /BURMAR","","","","","","","","","","","","","","","","","","","","","2","","шт","","","1,079.50","","","","2,159.00","","","","","","",""
"","55","","MM.JEL.65808 786-1675","","","Мармелад жев. Saadet ""Гигантский мишка"" 25-30гр HALAL 1кг х 12","","","","","","","","","","","","","","","","","","","","","3","","шт","","","572.00","","","","1,716.00","","","","","","",""
"","56","","146000521","","","Мармелад жев.""Змейки"" 1кг х 6 /TROLLI/Испания","","","","","","","","","","","","","","","","","","","","","3","","шт","","","759.00","","","","2,277.00","","","","","","",""
"","57","","142000521","","","Мармелад жев.""Морская звезда"" 13гр  1кг х 6 /TROLLI/Испания","","","","","","","","","","","","","","","","","","","","","2","","шт","","","799.00","","","","1,598.00","","","","","","",""
"","58","","111000521","","","Мармелад жев.""Осьминоги"" 1кг х 6 /TROLLI/Испания","","","","","","","","","","","","","","","","","","","","","2","","шт","","","799.00","","","","1,598.00","","","","","","",""
"","59","","5301690004","","","Мармелад жев.""Палочки гигантские Клубничный крем (белые с красной нач.)"" 1,68кг х 6 /FINI Испания","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,601.04","","","","1,601.04","","","","","","",""
"","60","","5371690007","","","Мармелад жев.""Палочки гигантские Торнадо 6 цветов"" подсах. 1,68кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","шт","","","1,601.04","","","","3,202.08","","","","","","",""
"","61","","7321060200","","","Мармелад жев.""Палочки гигантские Торнадо 6 цветов"" 1,68кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,601.04","","","","1,601.04","","","","","","",""
"","62","","5371690011","","","Мармелад жев.""Палочки гигантские Клубника-Малина подсах."" 1,68кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,601.04","","","","1,601.04","","","","","","",""
"","63","","5321690004","","","Мармелад жев.""Палочки короткие Лакрица"" 1,6кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,637.84","","","","1,637.84","","","","","","",""
"","64","","530169009 / 5311690002","","","Мармелад жев.""Палочки короткие Йогурт и лесные ягоды"" 1,6кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,637.84","","","","1,637.84","","","","","","",""
"","65","","56218","","","Мармелад жев.""Гигантские палочки 6-цветные"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,452.00","","","","1,452.00","","","","","","",""
"","66","","56219","","","Мармелад жев.""Гигантские палочки 6-цветные в сахаре"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,471.59","","","","1,471.59","","","","","","",""
"","67","","56216","","","Мармелад жев.""Гигантские палочки Кола в сахаре"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,402.34","","","","1,402.34","","","","","","",""
"","68","","56212","","","Мармелад жев.""Гигантские палочки Клубника"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,402.34","","","","1,402.34","","","","","","",""
"","69","","56215","","","Мармелад жев.""Гигантские палочки Клубника в сахаре"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,402.34","","","","1,402.34","","","","","","",""
"","70","","56214","","","Мармелад жев.""Гигантские палочки Арбуз"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,402.34","","","","1,402.34","","","","","","",""
"","71","","5351690002","","","Мармелад жев.""Подсахаренные пластинки Фантазия"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,697.33","","","","1,697.33","","","","","","",""
"","72","","5351690006","","","Мармелад жев.""Подсахаренные пластинки Арбуз"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,697.33","","","","1,697.33","","","","","","",""
"","73","","5351690004","","","Мармелад жев.""Подсахаренные пластинки Малина"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,653.24","","","","1,653.24","","","","","","",""
"","74","","5351690001","","","Мармелад жев.""Подсахаренные пластинки Клубника"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,653.24","","","","1,653.24","","","","","","",""
"","75","","5351690003","","","Мармелад жев.""Подсахаренные пластинки Кола"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,653.24","","","","1,653.24","","","","","","",""
"","76","","5351690005","","","Мармелад жев.""Подсахаренные пластинки Яблоко"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,729.60","","","","1,729.60","","","","","","",""
"","77","","AG-B/3164","","","Суфле ""Ежевика"" с нач.1кг х6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,091.00","","","","1,091.00","","","","","","",""
"","78","","AG-B/5012","","","Суфле ""Дольки Ассорти"" (арбуз/лимон/апельсин) 1кг х 6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","841.40","","","","841.40","","","","","","",""
"","79","","AG-B/3802","","","Суфле ""Клубника розовая с начинкой""1кг х6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,070.00","","","","1,070.00","","","","","","",""
"","80","","AG-B/3146","","","Суфле ""Малина"" с начинкой 1кг х6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,091.00","","","","1,091.00","","","","","","",""
"","81","","AG-B/3350","","","Суфле ""Маргаритки"" 0,9кг х6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","831.60","","","","831.60","","","","","","",""
"","82","","AG-B/3130","","","Суфле ""Персик с начинкой"" 1кгх6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,070.00","","","","1,070.00","","","","","","",""
"","83","","AG-B/3102","","","Суфле ""Мороженное 12гр"" (розово-желтое) 0,9кг х6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","847.89","","","","847.89","","","","","","",""
"","84","","AG-B/3127","","","Суфле ""Мишка розовый"" 0,9кг х 6 (пакет) /AGOSTINO BULGARI/Италия","","","","","","","","","","","","","","","","","","","","","0.9","","кг","","","942.10","","","","847.89","","","","","","",""
"","85","","AG-B/3130","","","Суфле ""Яблоко с начинкой"" 1кгх6 (пакет) /AGOSTINO BULGARI Италия/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,070.00","","","","1,070.00","","","","","","",""
"","86","","5421690001","","","Мармелад жев.""Спагеттини микс в сахаре"" 1,4кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","шт","","","1,499.64","","","","1,499.64","","","","","","",""
"","87","","783","","",".Транспортные услуги (без разгрузки)","","","","","","","","","","","","","","","","","","","","","1","","шт","","","500.00","","","","500.00","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Итого:","","","","144,707.42","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","В т.ч. НДС (20%):","24,117.85","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Итого с НДС:","","","","","","144,707.42","","","","","","",""
"","Всего наименований 87, на сумму 144 707,42 руб.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Сто сорок четыре тысячи семьсот семь рублей 42 копейки","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Индивидуальный предприниматель","","","","","","","","","","","","","","","","","","","","Гордеева Л. В.","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","подпись","","","","","","","","","","","","","","","","расшифровка подписи","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Бухгалтер","","","","","","","","","","","","","","","","","","","","Гордеева Л. В.","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","подпись","","","","","","","","","","","","","","","","расшифровка подписи","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Менеджер","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","подпись","","","","","","","","","","","","","","","","расшифровка подписи","","","","","","","","","","","","","","","","","","","",""
