"","11","","8412957002082","","","Жевательный мармелад HALAL Хрустящие астероиды ""Ягоды в обсыпке кислые"" 1кг х 12 /BURMAR","","","","","","","","","","","","","","","","","","","","","3","","пакет (1 кг)","","","1,137.80","","","","3,413.40","","","","","","",""
"","12","","55546","","","Мармелад жев. HALAL ""Жгутики мини в сахаре с начинкой ананас"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","757.81","","","","1,515.62","","","","","","",""
"","13","","55348","","","Мармелад жев. HALAL""Кислые мини палочки разноцветные"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","783.40","","","","1,566.80","","","","","","",""
"","14","","56441","","","Мармелад жев. HALAL""Мини палочки разноцветные"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","823.90","","","","1,647.80","","","","","","",""
"","15","","56219","","","Мармелад жев.""Гигантские палочки 6-цветные в сахаре"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.65 кг)","","","1,471.59","","","","1,471.59","","","","","","",""
"","16","","56218","","","Мармелад жев.""Гигантские палочки 6-цветные"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.65 кг)","","","1,452.00","","","","1,452.00","","","","","","",""
"","17","","56216","","","Мармелад жев.""Гигантские палочки Кола в сахаре"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.65 кг)","","","1,398.87","","","","1,398.87","","","","","","",""
"","18","","56213","","","Мармелад жев.""Гигантские палочки Кола"" 1,65кг х 9/DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.65 кг)","","","1,429.73","","","","1,429.73","","","","","","",""
"","19","","RAZZ-2981 / 62295","","","Мармелад жев. ""Ягоды в обсыпке Ананас"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","848.60","","","","1,697.20","","","","","","",""
"","20","","62006","","","Мармелад жев. HALAL ""Бананы"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","755.40","","","","1,510.80","","","","","","",""
"","21","","66538","","","Мармелад жев. HALAL ""Бобы желе со вкусом Ананас"" 1кг х 6 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","999.90","","","","1,999.80","","","","","","",""
"","22","","66571","","","Мармелад жев. HALAL ""Бобы желе со вкусом колы"" 1кг х 6 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1 кг)","","","1,103.90","","","","1,103.90","","","","","","",""
"","23","","66513","","","Мармелад жев. HALAL ""Бобы желе со вкусом Малина"" 1кг х 6 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","999.90","","","","1,999.80","","","","","","",""
"","24","","66537","","","Мармелад жев. HALAL ""Бобы желе со вкусом Яблоко"" 1кг х 6 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1 кг)","","","1,103.90","","","","1,103.90","","","","","","",""
"","25","","62448","","","Мармелад жев. HALAL ""Гигантская яичница"" 37гр 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","4","","пакет (1 кг)","","","785.00","","","","3,140.00","","","","","","",""
"","26","","64330","","","Мармелад жев. HALAL ""Гигантский виноград"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","785.00","","","","1,570.00","","","","","","",""
"","27","","62332","","","Мармелад жев. HALAL ""Дольки синие супер кислые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","3","","пакет (1 кг)","","","802.47","","","","2,407.41","","","","","","",""
"","28","","64550","","","Мармелад жев. HALAL ""Клубника в сахаре супер кислая"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","830.50","","","","1,661.00","","","","","","",""
"","29","","62373","","","Мармелад жев. HALAL ""Мышки разноцветные"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","724.80","","","","1,449.60","","","","","","",""
"","30","","62273 дольки","","","Мармелад жев. HALAL ""Фруктовые дольки в сахаре супер кислые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","755.31","","","","1,510.62","","","","","","",""
"","31","","66663","","","Мармелад жев. HALAL ""Фрукты в сахаре супер кислые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1 кг)","","","755.31","","","","755.31","","","","","","",""
"","32","","62009","","","Мармелад жев. HALAL ""Червячки в сахаре"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","732.42","","","","1,464.84","","","","","","",""
"","33","","64546","","","Мармелад жев. HALAL ""Червячки кола"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","3","","пакет (1 кг)","","","724.80","","","","2,174.40","","","","","","",""
"","34","","62015","","","Мармелад жев. HALAL ""Червячки неоновые фруктовые"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","724.80","","","","1,449.60","","","","","","",""
"","35","","62013","","","Мармелад жев. HALAL ""Яичница"" 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","4","","пакет (1 кг)","","","770.00","","","","3,080.00","","","","","","",""
"","36","","62433","","","Мармелад жев. HALAL ""Сердца с начинкой"" голубые в обсыпке 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1кг)","","","811.00","","","","1,622.00","","","","","","",""
"","37","","62434","","","Мармелад жев. HALAL ""Сердца с начинкой"" розовые в обсыпке 1кг х 12 /DAMEL Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1кг)","","","763.00","","","","1,526.00","","","","","","",""
"","38","","5090010028","","","Мармелад жев.""Черепа с начинкой""1кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","897.00","","","","1,794.00","","","","","","",""
"","39","","7060010083","","","Мармелад жев.""Гигантская Клубника"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","3","","пакет (1 кг)","","","918.90","","","","2,756.70","","","","","","",""
"","40","","5050010055","","","Мармелад жев.""Гигантская Клубника"" в сахаре 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","3","","пакет (1 кг)","","","918.90","","","","2,756.70","","","","","","",""
"","41","","7020010330","","","Мармелад жев.""Гигантские Лягушки"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","918.90","","","","1,837.80","","","","","","",""
"","№","","Артикул","","","Товары (работы, услуги)","","","","","","","","","","","","","","","","","","","","","Количество","","","","","Цена","","","","Сумма","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","42","","7040050001","","","Мармелад жев.""Зубная щетка"" 1,75кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1.75 кг)","","","1,619.29","","","","1,619.29","","","","","","",""
"","43","","5060010008","","","Мармелад жев.""Клубника"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","880.90","","","","1,761.80","","","","","","",""
"","44","","5060050024","","","Мармелад жев.""Клубничный микс"" кислый 1,625кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1.625 кг)","","","1,366.63","","","","1,366.63","","","","","","",""
"","45","","5050010001","","","Мармелад жев.""Кольца  мини ассорти"" кислые 7гр 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","850.90","","","","1,701.80","","","","","","",""
"","46","","5050010053","","","Мармелад жев.""Манго""  кислое 7гр  1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1 кг)","","","850.90","","","","850.90","","","","","","",""
"","47","","5020010014","","","Мармелад жев.""Черепашки"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1кг)","","","799.00","","","","1,598.00","","","","","","",""
"","48","","5030010010","","","Мармелад жев.""Яблоко в сахаре"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","955.30","","","","1,910.60","","","","","","",""
"","49","","5370050002","","","Мармелад жев.""Блоки клубника кислые в сахаре"" 1,5кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1.5 кг)","","","1,429.86","","","","2,859.72","","","","","","",""
"","50","","5370050006","","","Мармелад жев.""Жгутики мини Клубника с начинкой"" 1,75кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1.75 кг)","","","1,454.08","","","","1,454.08","","","","","","",""
"","51","","5371690004","","","Мармелад жев.""Палочки гигантские Арбуз подсах."" 1,68кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.68 кг)","","","1,527.99","","","","1,527.99","","","","","","",""
"","52","","7321060201","","","Мармелад жев.""Палочки гигантские Арбуз"" 1,68кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.68 кг)","","","1,614.09","","","","1,614.09","","","","","","",""
"","53","","5301690004","","","Мармелад жев.""Палочки гигантские Клубничный крем (белые с красной нач.)"" 1,68кг х 6 /FINI Испания","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.68 кг)","","","1,601.04","","","","1,601.04","","","","","","",""
"","54","","7321060200","","","Мармелад жев.""Палочки гигантские Торнадо 6 цветов"" 1,68кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.68 кг)","","","1,626.58","","","","1,626.58","","","","","","",""
"","55","","5371690007","","","Мармелад жев.""Палочки гигантские Торнадо 6 цветов"" подсах. 1,68кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.68 кг)","","","1,626.58","","","","1,626.58","","","","","","",""
"","56","","7320010084","","","Мармелад жев.""Фруктовая атака"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","975.00","","","","1,950.00","","","","","","",""
"","57","","5351690001","","","Мармелад жев.""Подсахаренные пластинки Клубника"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.84 кг)","","","1,619.20","","","","1,619.20","","","","","","",""
"","58","","5351690003","","","Мармелад жев.""Подсахаренные пластинки Кола"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.84 кг)","","","1,619.20","","","","1,619.20","","","","","","",""
"","59","","5351690004","","","Мармелад жев.""Подсахаренные пластинки Малина"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.84 кг)","","","1,653.24","","","","1,653.24","","","","","","",""
"","60","","5351690002","","","Мармелад жев.""Подсахаренные пластинки Фантазия"" 1,84кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пл.банка (1.84 кг)","","","1,702.00","","","","1,702.00","","","","","","",""
"","61","","5600150041","","","Суфле «Палочки спирали разноцветные» 0,85кг х 8 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (0.85 кг)","","","761.56","","","","761.56","","","","","","",""
"","62","","7100010042","","","Мармелад жев.""Красные и черные ягоды в обсыпке"" 1кг х 12 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","1,004.31","","","","2,008.62","","","","","","",""
"","63","","5100050004","","","Мармелад жев.""Ягоды голубые в обсыпке"" 1,575кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1.575 кг)","","","1,653.75","","","","1,653.75","","","","","","",""
"","64","","5100050007","","","Мармелад жев.""Ягоды разноцветные в обсыпке"" 1,625кг х 6 /FINI Испания/","","","","","","","","","","","","","","","","","","","","","1","","пакет (1.625 кг)","","","1,516.43","","","","1,516.43","","","","","","",""
"","65","","RA3692","","","Жевательный мармелад ""Кольца ассорти двухцветные Экстра кислые"" 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","774.80","","","","1,549.60","","","","","","",""
"","66","","*RA4918","","","Жевательный мармелад ""Кусочки сыра"" со вкусом фрукт.йогурта 1кг х 6 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","1","","пакет (1 кг)","","","853.02","","","","853.02","","","","","","",""
"","67","","RA4893Н","","","Жевательный мармелад HALAL ""Гигантская кола бутылочка в сахаре"" 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","789.00","","","","1,578.00","","","","","","",""
"","68","","RA3701Н","","","Жевательный мармелад HALAL ""Кольца арбуз"" экстра кислые 10гр 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","745.00","","","","1,490.00","","","","","","",""
"","69","","RA4061H","","","Жевательный мармелад HALAL ""Кольца кола"" 10гр 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","826.69","","","","1,653.38","","","","","","",""
"","70","","RA3698H","","","Жевательный мармелад HALAL ""Кольца Манго-Маракуйя"" экстра кислые 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","815.62","","","","1,631.24","","","","","","",""
"","71","","RA3699H","","","Жевательный мармелад HALAL ""Кольца черная смородина, сливки"" экстра кислые 1кг х 12 /RAVAZZI/Италия","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","774.80","","","","1,549.60","","","","","","",""
"","72","","146000521","","","Мармелад жев.""Змейки"" 1кг х 6 /TROLLI/Испания","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","799.00","","","","1,598.00","","","","","","",""
"","73","","142000521","","","Мармелад жев.""Морская звезда"" 13гр  1кг х 6 /TROLLI/Испания","","","","","","","","","","","","","","","","","","","","","2","","пакет (1кг)","","","799.00","","","","1,598.00","","","","","","",""
"","74","","111000521","","","Мармелад жев.""Осьминоги"" 1кг х 6 /TROLLI/Испания","","","","","","","","","","","","","","","","","","","","","2","","пакет (1 кг)","","","799.00","","","","1,598.00","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Итого:","","","","121,086.11","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","В т.ч. НДС (20%):","20,181.02","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Итого с НДС:","","","","","","121,086.11","","","","","","",""
"","Всего наименований 74, на сумму 121 086,11 руб.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Сто двадцать одна тысяча восемьдесят шесть рублей 11 копеек","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Индивидуальный предприниматель","","","","","","","","","","","","","","","","","","","","Гордеева Л. В.","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","подпись","","","","","","","","","","","","","","","","расшифровка подписи","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Бухгалтер","","","","","","","","","","","","","","","","","","","","Гордеева Л. В.","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","подпись","","","","","","","","","","","","","","","","расшифровка подписи","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Менеджер","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","подпись","","","","","","","","","","","","","","","","расшифровка подписи","","","","","","","","","","","","","","","","","","","",""
